"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=plantae&cc=EUR,NOA&show=acconly"
"Access Time","Mon 2017-03-13 02:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","plantae"
"","cc","EUR,NOA"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.63"
"Records Found","37803"
"Records Returned","37803"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"135833","occ","","","11346","Alnus","genus","54588","Lostcabinian","","55.8","50.3","4163"
"135834","occ","","","11346","Magnoliopsida","class","55217","Lostcabinian","","55.8","50.3","4163"
"135835","occ","","","11346","Magnoliopsida","class","55217","Lostcabinian","","55.8","50.3","4163"
"135836","occ","","","11346","Magnoliopsida","class","55217","Lostcabinian","","55.8","50.3","4163"
"135837","occ","","","11346","Dombeya novimundi","species","55499","Lostcabinian","","55.8","50.3","4163"
"135838","occ","","","11346","Glyptostrobus europaeus","species","55252","Lostcabinian","","55.8","50.3","4163"
"135839","occ","","","11346","Lygodium kaulfussi","species","55241","Lostcabinian","","55.8","50.3","4163"
"135840","occ","","","11346","Platycarya","genus","55290","Lostcabinian","","55.8","50.3","4163"
"135841","occ","","F","11346","Thelypteris","genus","258656","Lostcabinian","","55.8","50.3","4163"
"135842","occ","","","11347","Alnus","genus","54588","Lostcabinian","","55.8","50.3","4163"
"135844","occ","","","11347","Magnoliopsida","class","55217","Lostcabinian","","55.8","50.3","4163"
"135845","occ","","","11347","Magnoliopsida","class","55217","Lostcabinian","","55.8","50.3","4163"
"135846","occ","","","11347","Dombeya novimundi","species","55499","Lostcabinian","","55.8","50.3","4163"
"135847","occ","","","11347","Glyptostrobus europaeus","species","55252","Lostcabinian","","55.8","50.3","4163"
"135848","occ","","","11347","Lygodium kaulfussi","species","55241","Lostcabinian","","55.8","50.3","4163"
"135849","occ","","","11347","Platycarya","genus","55290","Lostcabinian","","55.8","50.3","4163"
"135850","occ","","","11348","Acer","genus","54688","Clarkforkian","","56.8","55.8","4163"
"135852","occ","","","11348","Ampelopsis acerifolia","species","55497","Clarkforkian","","56.8","55.8","4163"
"135853","occ","","","11348","Carya antiquorum","species","55288","Clarkforkian","","56.8","55.8","4163"
"135854","occ","","","11348","Cercidiphyllum genetrix","species","55303","Clarkforkian","","56.8","55.8","4163"
"135855","occ","","","11348","Ficus","genus","53873","Clarkforkian","","56.8","55.8","4163"
"135856","occ","","","11348","Glyptostrobus europaeus","species","55252","Clarkforkian","","56.8","55.8","4163"
"135857","occ","","","11348","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4163"
"135858","occ","","","11348","Persites argutus","species","55307","Clarkforkian","","56.8","55.8","4163"
"135860","occ","","","11348","Ternstroemites aureavallis","species","55329","Clarkforkian","","56.8","55.8","4163"
"135861","occ","","","11348","Viburnum","genus","53304","Clarkforkian","","56.8","55.8","4163"
"135862","occ","","","11349","Alnus","genus","54588","Graybullian","","55.8","50.3","4163"
"135863","occ","","","11349","Cercidiphyllum genetrix","species","55303","Graybullian","","55.8","50.3","4163"
"135864","occ","","","11349","Magnoliopsida","class","55217","Graybullian","","55.8","50.3","4163"
"135865","occ","","","11349","Dombeya novimundi","species","55499","Graybullian","","55.8","50.3","4163"
"135866","occ","","","11349","Hamamelidaceae","family","52846","Graybullian","","55.8","50.3","4163"
"135867","occ","","","11349","Juglandaceae","family","54584","Graybullian","","55.8","50.3","4163"
"135868","occ","","","11349","Menispermites parvareolatus","species","55305","Graybullian","","55.8","50.3","4163"
"135869","occ","","","11349","Metasequoia occidentalis","species","55254","Graybullian","","55.8","50.3","4163"
"135871","occ","","","11349","Sapindaceae","family","54692","Graybullian","","55.8","50.3","4163"
"135872","occ","","","11349","Ulmus","genus","55984","Graybullian","","55.8","50.3","4163"
"135873","occ","","","11350","Typha","genus","252000","Graybullian","","55.8","50.3","4163"
"135874","occ","","","11350","Alnus","genus","54588","Graybullian","","55.8","50.3","4163"
"135875","occ","","","11350","Averrhoites affinis","species","55315","Graybullian","","55.8","50.3","4163"
"135876","occ","","","11350","Cercidiphyllum genetrix","species","55303","Graybullian","","55.8","50.3","4163"
"135877","occ","","","11350","Dombeya novimundi","species","55499","Graybullian","","55.8","50.3","4163"
"135878","occ","","","11350","Equisetum","genus","55064","Graybullian","","55.8","50.3","4163"
"135879","occ","","","11350","Glyptostrobus europaeus","species","55252","Graybullian","","55.8","50.3","4163"
"135880","occ","","","11350","Menispermites parvareolatus","species","55305","Graybullian","","55.8","50.3","4163"
"135881","occ","","","11350","Monocotyledoneae","subclass","55352","Graybullian","","55.8","50.3","4163"
"135882","occ","","","11350","Salvinia preauriculata","species","55249","Graybullian","","55.8","50.3","4163"
"135883","occ","","","11350","Zingiberopsis isonervosa","species","55282","Graybullian","","55.8","50.3","4163"
"135884","occ","","","11351","Cercidiphyllum genetrix","species","55303","Torrejonian","","63.3","61.7","4163"
"135886","occ","","","11351","Ficus","genus","53873","Torrejonian","","63.3","61.7","4163"
"135888","occ","","","11351","Glyptostrobus europaeus","species","55252","Torrejonian","","63.3","61.7","4163"
"135889","occ","","","11351","Magnoliopsida","class","55217","Torrejonian","","63.3","61.7","4163"
"135890","occ","","","11351","Magnoliopsida","class","55217","Torrejonian","","63.3","61.7","4163"
"135891","occ","","","11351","Metasequoia occidentalis","species","55254","Torrejonian","","63.3","61.7","4163"
"135892","occ","","","11351","Paranymphaea crassifolia","species","55301","Torrejonian","","63.3","61.7","4163"
"135894","occ","","","11351","Taxodium","genus","55063","Torrejonian","","63.3","61.7","4163"
"135896","occ","","","11352","Ampelopsis acerifolia","species","55497","Clarkforkian","","56.8","55.8","4163"
"135897","occ","","","11352","Averrhoites affinis","species","55315","Clarkforkian","","56.8","55.8","4163"
"135898","occ","","","11352","Carya antiquorum","species","55288","Clarkforkian","","56.8","55.8","4163"
"135899","occ","","","11352","Cercidiphyllum genetrix","species","55303","Clarkforkian","","56.8","55.8","4163"
"135900","occ","","","11352","Cornus hyperborea","species","55334","Clarkforkian","","56.8","55.8","4163"
"135901","occ","","","11352","Cornus","genus","54721","Clarkforkian","","56.8","55.8","4163"
"135902","occ","","","11352","Glyptostrobus europaeus","species","55252","Clarkforkian","","56.8","55.8","4163"
"135903","occ","","","11352","Juglandaceae","family","54584","Clarkforkian","","56.8","55.8","4163"
"135904","occ","","","11352","Magnoliopsida","class","55217","Clarkforkian","","56.8","55.8","4163"
"135905","occ","","","11352","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4163"
"135906","occ","","","11352","Monocotyledoneae","subclass","55352","Clarkforkian","","56.8","55.8","4163"
"135908","occ","","","11352","Paraternstroemia hyphovenosa","species","55327","Clarkforkian","","56.8","55.8","4163"
"135909","occ","","","11352","Penosphyllum cordatum","species","55324","Clarkforkian","","56.8","55.8","4163"
"135910","occ","","","11352","Persites argutus","species","55307","Clarkforkian","","56.8","55.8","4163"
"135912","occ","","","11352","Pterocarya","genus","55292","Clarkforkian","","56.8","55.8","4163"
"135913","occ","","","11352","Quereuxia angulata","species","337824","Clarkforkian","","56.8","55.8","4163"
"135914","occ","","","11352","Stillingia casca","species","55320","Clarkforkian","","56.8","55.8","4163"
"135915","occ","","","11352","Ternstroemites aureavallis","species","55329","Clarkforkian","","56.8","55.8","4163"
"135916","occ","","","11352","Ternstroemites","genus","55330","Clarkforkian","","56.8","55.8","4163"
"135917","occ","","","11352","Ulmus","genus","55984","Clarkforkian","","56.8","55.8","4163"
"135918","occ","","","11352","Viburnum","genus","53304","Clarkforkian","","56.8","55.8","4163"
"135921","occ","","","11354","Alnus","genus","54588","Lostcabinian","","55.8","50.3","4163"
"135922","occ","","","11354","Apocynaceae","family","54731","Lostcabinian","","55.8","50.3","4163"
"135924","occ","","","11354","Magnoliopsida","class","55217","Lostcabinian","","55.8","50.3","4163"
"135925","occ","","","11354","Magnoliopsida","class","55217","Lostcabinian","","55.8","50.3","4163"
"135926","occ","","","11354","Dombeya novimundi","species","55499","Lostcabinian","","55.8","50.3","4163"
"135927","occ","","","11354","Equisetum","genus","55064","Lostcabinian","","55.8","50.3","4163"
"135928","occ","","","11354","Glyptostrobus europaeus","species","55252","Lostcabinian","","55.8","50.3","4163"
"135929","occ","","","11354","Platycarya","genus","55290","Lostcabinian","","55.8","50.3","4163"
"135930","occ","","F","11354","Thelypteris","genus","258656","Lostcabinian","","55.8","50.3","4163"
"135931","occ","","","11355","Averrhoites affinis","species","55315","Clarkforkian","","56.8","55.8","4163"
"135932","occ","","","11355","Glyptostrobus europaeus","species","55252","Clarkforkian","","56.8","55.8","4163"
"135933","occ","","","11355","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4163"
"135934","occ","","","11355","Monocotyledoneae","subclass","55352","Clarkforkian","","56.8","55.8","4163"
"135935","occ","","","11355","Monocotyledoneae","subclass","55352","Clarkforkian","","56.8","55.8","4163"
"135936","occ","","","11355","Persites argutus","species","55307","Clarkforkian","","56.8","55.8","4163"
"135937","occ","","","11355","Ternstroemites aureavallis","species","55329","Clarkforkian","","56.8","55.8","4163"
"135938","occ","","","11355","Viburnum","genus","53304","Clarkforkian","","56.8","55.8","4163"
"135940","occ","","","11356","Alnus","genus","54588","Clarkforkian","","56.8","55.8","4163"
"135941","occ","","","11356","Hamamelidaceae","family","52846","Clarkforkian","","56.8","55.8","4163"
"135942","occ","","","11356","Metasequoia occidentalis","species","55254","Clarkforkian","","56.8","55.8","4163"
"135943","occ","","","11357","Meliosma longifolia","species","55322","Graybullian","","55.8","50.3","4163"
"135944","occ","","","11357","Menispermites parvareolatus","species","55305","Graybullian","","55.8","50.3","4163"
"135945","occ","","","11357","Metasequoia occidentalis","species","55254","Graybullian","","55.8","50.3","4163"
"135946","occ","","","11357","Zingiberopsis isonervosa","species","55282","Graybullian","","55.8","50.3","4163"
"135947","occ","","","11358","Cercidiphyllum genetrix","species","55303","Lostcabinian","","55.8","50.3","4163"
"135948","occ","","","11358","Platanus","genus","53335","Lostcabinian","","55.8","50.3","4163"
"135949","occ","","","11359","Alismataceae","family","55790","Puercan","","66","63.3","4163"
"135950","occ","","","11359","Cercidiphyllum genetrix","species","55303","Puercan","","66","63.3","4163"
"135953","occ","","","11359","Magnoliopsida","class","55217","Puercan","","66","63.3","4163"
"135954","occ","","","11359","Metasequoia occidentalis","species","55254","Puercan","","66","63.3","4163"
"135956","occ","","","11360","Alismataceae","family","55790","Graybullian","","55.8","50.3","4163"
"135957","occ","","","11360","Azolla","genus","55880","Graybullian","","55.8","50.3","4163"
"135958","occ","","","11360","Betulaceae","family","54589","Graybullian","","55.8","50.3","4163"
"135959","occ","","","11360","Cercidiphyllum genetrix","species","55303","Graybullian","","55.8","50.3","4163"
"135964","occ","","F","11360","Flacourtiaceae","family","55451","Graybullian","","55.8","50.3","4163"
"135966","occ","","","11360","Juglandaceae","family","54584","Graybullian","","55.8","50.3","4163"
"135967","occ","","","11360","Leguminosae","family","54652","Graybullian","","55.8","50.3","4163"
"135968","occ","","","11360","Menispermites parvareolatus","species","55305","Graybullian","","55.8","50.3","4163"
"135970","occ","","","11360","Platanus","genus","53335","Graybullian","","55.8","50.3","4163"
"135971","occ","","","11360","Platanus","genus","53335","Graybullian","","55.8","50.3","4163"
"135974","occ","","","11360","Populus","genus","55955","Graybullian","","55.8","50.3","4163"
"135975","occ","","","11360","Salvinia preauriculata","species","55249","Graybullian","","55.8","50.3","4163"
"135976","occ","","","11360","Spirodela","genus","55893","Graybullian","","55.8","50.3","4163"
"135977","occ","","","11360","Zingiberopsis isonervosa","species","55282","Graybullian","","55.8","50.3","4163"
"135978","occ","","","11361","Cercidiphyllum genetrix","species","55303","Tiffanian","","61.7","56.8","4163"
"135980","occ","","","11361","Glyptostrobus europaeus","species","55252","Tiffanian","","61.7","56.8","4163"
"135981","occ","","","11361","Magnolia","genus","54614","Tiffanian","","61.7","56.8","4163"
"135982","occ","","","11361","Meliosma","genus","54697","Tiffanian","","61.7","56.8","4163"
"135983","occ","","","11361","Metasequoia occidentalis","species","55254","Tiffanian","","61.7","56.8","4163"
"135985","occ","","","11361","Nyssa","genus","54715","Tiffanian","","61.7","56.8","4163"
"135988","occ","","","11361","Viburnum","genus","53304","Tiffanian","","61.7","56.8","4163"
"135989","occ","","","11362","Cercidiphyllum genetrix","species","55303","Tiffanian","","61.7","56.8","4163"
"135990","occ","","","11362","Crataegus","genus","157341","Tiffanian","","61.7","56.8","4163"
"135992","occ","","","11362","Glyptostrobus europaeus","species","55252","Tiffanian","","61.7","56.8","4163"
"135994","occ","","","11362","Viburnum antiquum","species","55507","Tiffanian","","61.7","56.8","4163"
"135995","occ","","","11362","Viburnum","genus","53304","Tiffanian","","61.7","56.8","4163"
"136000","occ","","","11363","Alnus","genus","54588","Graybullian","","55.8","50.3","4163"
"136001","occ","","","11363","Averrhoites affinis","species","55315","Graybullian","","55.8","50.3","4163"
"136002","occ","","","11363","Calycites","genus","54740","Graybullian","","55.8","50.3","4163"
"136003","occ","","","11363","Equisetum","genus","55064","Graybullian","","55.8","50.3","4163"
"136004","occ","","","11363","Glyptostrobus europaeus","species","55252","Graybullian","","55.8","50.3","4163"
"136005","occ","","","11363","Hamamelidaceae","family","52846","Graybullian","","55.8","50.3","4163"
"136006","occ","","","11363","Salvinia preauriculata","species","55249","Graybullian","","55.8","50.3","4163"
"136007","occ","","","11363","Zingiberopsis isonervosa","species","55282","Graybullian","","55.8","50.3","4163"
"136009","occ","","","11364","Alnus","genus","54588","Graybullian","","55.8","50.3","4163"
